"EID","Tag","TagDate","TagLon","TagLat","TagCL","TagSex","CapDate","CapLon","CapLat","CapCL","CapSex","DAL","SizeDiff","MoltIncr","Molted","z","TagDepth","CapDepth","subarea","degreedays"
13418,67548,1984-09-23,-65.9185,42.5532,137,3,1985-08-13,-66.482,42.6508,137,2,324,0,0,0,135.554098108985,100.706465012736,170.401731205234,"40",2243.31152270483
13419,67549,1984-09-23,-65.9185,42.5532,122,3,1986-01-15,-66.0693,42.3262,132,2,479,10,0.0819672131147541,1,180.109309319098,100.706465012736,259.512153625461,"41",3680.32120978239
13420,67563,1984-09-23,-65.9185,42.5532,104,3,1985-04-11,-65.3173,42.2128,104,2,200,0,0,0,254.604740905726,100.706465012736,408.503016798717,"41",1557.90983880431
13421,67602,1984-09-23,-65.9185,42.5532,117,3,1986-11-30,-65.1427,42.3425,123,3,798,6,0.0512820512820513,1,122.763725896448,100.706465012736,144.82098678016,"41",5976.52881172402
13422,67625,1984-09-23,-65.9185,42.5532,112,3,1986-07-22,-64.8155,42.5023,125,2,667,13,0.116071428571429,1,131.690732420585,100.706465012736,162.674999828434,"41",4860.35682994476
13423,67657,1984-09-23,-65.9185,42.5532,123,3,1985-11-30,-65.6008,42.358,132,2,433,9,0.0731707317073171,1,99.0122647782296,100.706465012736,97.3180645437234,"40",3129.8824279884
13424,67679,1984-09-23,-65.9185,42.5532,119,3,1986-11-17,-65.5975,42.346,128,3,785,9,0.0756302521008403,1,99.9274276633447,100.706465012736,99.1483903139535,"41",5861.64584916186
13425,67683,1984-09-23,-65.9185,42.5532,129,3,1985-07-23,-66.1647,42.5678,130,2,303,1,0.00775193798449612,0,127.820369869731,100.706465012736,154.934274726726,"40",2085.89049383882
13426,67692,1984-09-23,-65.9185,42.5532,130,3,1987-05-23,-66.1855,41.4035,141,3,972,11,0.0846153846153846,1,203.304421202238,100.706465012736,305.902377391739,"41",7145.62808727721
13427,67708,1984-09-23,-65.9185,42.5532,134,3,1985-05-31,-65.2945,42.2417,134,3,250,0,0,0,163.714134950506,100.706465012736,226.721804888277,"41",1835.34400015331
13428,67735,1984-09-23,-65.9185,42.5532,121,3,1985-11-26,-65.5923,42.3505,136,2,429,15,0.12396694214876,1,99.9274276633447,100.706465012736,99.1483903139535,"40",3118.70075484923
13429,67767,1984-09-23,-65.9185,42.5532,135,3,1986-04-06,-65.8423,42.3492,142,2,560,7,0.0518518518518519,1,150.425677825456,100.706465012736,200.144890638176,"41",4212.70083340173
13430,67909,1984-09-24,-66.055,42.5545,113,3,1986-12-09,-65.7347,42.3537,122,3,806,9,0.079646017699115,1,131.769495528849,148.685537733887,114.853453323811,"40",5770.33315796765
13431,70002,1984-09-24,-66.055,42.5545,105,3,1985-11-20,-65.3662,42.358,120,2,422,15,0.142857142857143,1,129.404865084009,148.685537733887,110.124192434132,"40",3061.13691298214
13432,70011,1984-09-24,-66.055,42.5545,129,3,1986-03-27,-65.6353,42.3622,139,2,549,10,0.0775193798449612,1,124.350856647469,148.685537733887,100.016175561051,"40",3960.66502706258
13433,70036,1984-09-24,-66.055,42.5545,121,3,1985-05-18,-65.0517,42.3382,121,3,236,0,0,0,248.656768612902,148.685537733887,348.627999491917,"41",1751.86775121156
13434,70050,1984-09-24,-66.055,42.5545,127,3,1985-09-11,-66.503,42.6568,127,2,352,0,0,0,159.322269754151,148.685537733887,169.959001774416,"34",2404.99877137746
13435,70100,1984-09-24,-65.9942,42.5655,116,3,1986-05-15,-65.222,42.2687,124,2,598,8,0.0689655172413793,1,174.199805876734,111.398365320357,237.00124643311,"41",4416.00046680985
13436,70108,1984-09-24,-65.9942,42.5655,128,3,1985-04-14,-65.3827,42.1583,128,3,202,0,0,0,287.799127020201,111.398365320357,464.199888720045,"41",1565.57818420581
13437,70122,1984-09-24,-65.9942,42.5655,115,3,1986-07-07,-65.3612,42.2708,122,2,651,7,0.0608695652173913,1,133.979447101801,111.398365320357,156.560528883245,"41",4743.09692152855
13438,70137,1984-09-24,-65.9942,42.5655,115,3,1985-08-28,-65.0098,42.4438,115,2,338,0,0,0,114.49880826077,111.398365320357,117.599251201182,"41",2469.23761917545
13439,70146,1984-09-24,-65.9942,42.5655,128,3,1986-03-29,-66.7778,42.3807,133,2,551,5,0.0390625,0,223.882840047846,111.398365320357,336.367314775335,"41",4159.07413662364
13440,70200,1984-09-24,-65.9942,42.5655,128,3,1987-06-30,-64.9345,42.432,136,3,1009,8,0.0625,1,128.37214401837,111.398365320357,145.345922716382,"41",7371.61317559618
13441,70205,1984-09-24,-65.9942,42.5655,103,3,1985-08-16,-66.5835,42.7043,103,2,326,0,0,0,136.402981719551,111.398365320357,161.407598118745,"34",2199.12150012269
13442,70216,1984-09-24,-65.9942,42.5655,119,3,1985-11-14,-65.378,42.3578,130,2,416,11,0.092436974789916,1,109.70037177237,111.398365320357,108.002378224382,"40",3010.6885985034
13443,70221,1984-09-24,-65.9942,42.5655,110,3,1985-03-25,-65.3877,42.1852,110,3,182,0,0,0,199.043748139278,111.398365320357,286.689130958199,"41",1453.1782914108
13444,70281,1984-09-24,-65.9942,42.5655,91,3,1986-02-11,-66.043,42.3158,101,2,505,10,0.10989010989011,1,182.787333638258,111.398365320357,254.176301956158,"41",3870.65283780747
13445,70362,1984-09-24,-66.0787,42.5738,110,3,1986-02-24,-66.0488,42.3287,118,2,518,8,0.0727272727272727,1,191.067529337694,127.909748349761,254.225310325627,"41",3958.49967041829
13446,70371,1984-09-24,-66.0787,42.5738,115,3,1985-08-14,-65.4278,42.3472,115,2,324,0,0,0,117.075369272507,127.909748349761,106.240990195253,"41",2353.12675284513
13447,70440,1984-09-24,-66.1408,42.5618,126,3,1985-08-15,-64.8667,42.487,126,2,325,0,0,0,165.089023236599,168.716253532979,161.461792940218,"41",2361.27917955582
13448,70464,1984-09-24,-66.1408,42.5618,116,3,1986-09-23,-66.744,42.7063,122,3,729,6,0.0517241379310345,1,167.512941721035,168.716253532979,166.30962990909,"41",5370.41280932469
13449,70489,1984-09-24,-66.1408,42.5618,102,3,1984-11-07,-66.4887,42.6538,102,3,44,0,0,0,169.091762775756,168.716253532979,169.467272018533,"40",385.196456306604
13450,70535,1984-09-24,-66.1408,42.5618,104,3,1986-06-23,-65.3522,42.2447,112,3,637,8,0.0769230769230769,1,152.10911715161,168.716253532979,135.501980770242,"41",4648.63631868754
13451,70551,1984-09-24,-66.1408,42.5618,130,3,1984-09-29,-66.196,42.7098,130,3,5,0,0,0,113.866662696438,168.716253532979,59.0170718598966,"40",51.0871494881749
13452,70591,1984-09-24,-66.1408,42.5618,110,3,1987-08-17,-66.4783,42.6503,120,2,1057,10,0.0909090909090909,1,169.558992369106,168.716253532979,170.401731205234,"40",7373.29088704693
13453,70649,1984-09-25,-66.1452,42.6093,130,3,1985-11-26,-65.2903,42.355,142,2,427,12,0.0923076923076923,1,91.878573707514,63.1239681050099,120.633179310018,"40",3026.74509690417
13454,70662,1984-09-25,-66.2085,42.7213,125,3,1985-04-28,-65.6813,42.1263,125,3,215,0,0,0,189.17999541153,60.2052046529221,318.154786170138,"41",1633.00186585062
13455,70664,1984-09-25,-66.2085,42.7213,126,3,1985-11-20,-65.3662,42.358,137,2,421,11,0.0873015873015873,1,85.164698543527,60.2052046529221,110.124192434132,"40",2958.6705695414
13456,70667,1984-09-25,-66.2085,42.7213,134,3,1985-08-29,-66.4797,42.6378,134,2,338,0,0,0,116.356618103585,60.2052046529221,172.508031554248,"40",2353.56470257695
13457,70672,1984-09-25,-66.2085,42.7213,138,3,1985-08-13,-66.482,42.6508,138,2,322,0,0,0,115.303467929078,60.2052046529221,170.401731205234,"40",2226.32388229133
13458,70677,1984-09-25,-66.2085,42.7213,120,3,1985-05-09,-65.5453,42.1235,120,3,226,0,0,0,108.774838728946,60.2052046529221,157.344472804969,"41",1693.04869447919
13459,70681,1984-09-25,-66.2085,42.7213,127,3,1988-07-07,-65.6325,42.3,150,2,1381,23,0.181102362204724,1,83.0873968279432,60.2052046529221,105.969589002964,"41",9868.71625011526
13460,70685,1984-09-25,-66.2085,42.7213,114,3,1986-02-09,-66.0498,42.327,124,2,502,10,0.087719298245614,1,157.304384553025,60.2052046529221,254.403564453129,"41",3847.82337565647
13461,70687,1984-09-25,-66.2085,42.7213,120,3,1986-11-18,-66.8035,42.656,120,3,784,0,0,0,127.774206121852,60.2052046529221,195.343207590782,"41",5854.75933908318
13462,70703,1984-09-25,-66.2085,42.7213,112,3,1985-10-18,-65.6173,42.3555,112,2,388,0,0,0,80.5462446002061,60.2052046529221,100.88728454749,"40",2753.30830021045
13463,70707,1984-09-25,-66.2085,42.7213,130,3,1989-10-08,-66.538,42.6817,145,2,1839,15,0.115384615384615,1,112.560701995294,60.2052046529221,164.916199337667,"34",12641.3534649903
13464,70722,1984-09-25,-66.2085,42.7213,112,3,1986-02-24,-65.71,42.1235,122,2,517,10,0.0892857142857143,1,183.821191176989,60.2052046529221,307.437177701056,"41",3949.66201512533
13465,70725,1984-09-25,-66.2085,42.7213,115,3,1985-11-30,-65.5648,42.3447,130,2,431,15,0.130434782608696,1,78.0311938313567,60.2052046529221,95.8571830097912,"41",3281.91957643044
13466,70731,1984-09-25,-66.2085,42.7213,108,3,1985-11-24,-65.7005,42.3475,123,2,425,15,0.138888888888889,1,84.0368724413096,60.2052046529221,107.868540229697,"41",3178.55593964928
13467,70748,1984-09-25,-66.2085,42.7213,124,3,1984-12-18,-66.4822,42.6498,124,3,84,0,0,0,115.303467929078,60.2052046529221,170.401731205234,"40",719.155658271357
13468,70750,1984-09-25,-66.2085,42.7213,136,3,1986-05-28,-65.4105,42.1435,143,2,610,7,0.0514705882352941,1,225.094922864411,60.2052046529221,389.984641075899,"41",4480.55895719692
13469,70753,1984-09-25,-66.2085,42.7213,123,3,1985-07-21,-66.0027,42.5348,123,2,299,0,0,0,98.1115322829715,60.2052046529221,136.017859913021,"40",2013.40799397049
13470,70755,1984-09-25,-66.2085,42.7213,127,3,1986-07-10,-64.8213,42.502,139,2,653,12,0.094488188976378,1,109.047519725828,60.2052046529221,157.889834798734,"41",4755.35259387007
13471,70760,1984-09-25,-66.2085,42.7213,134,3,1986-01-13,-65.3715,42.2678,140,2,475,6,0.0447761194029851,1,125.876549216091,60.2052046529221,191.54789377926,"41",3647.07274153235
13472,70765,1984-09-25,-66.2085,42.7213,130,3,1985-10-23,-65.6772,42.3582,130,2,393,0,0,0,80.5594163046355,60.2052046529221,100.913627956349,"40",2799.63347941162
13473,70766,1984-09-25,-66.2085,42.7213,126,3,1986-04-06,-65.8007,42.2968,139,2,558,13,0.103174603174603,1,133.853425014052,60.2052046529221,207.501645375182,"41",4195.03309056319
13474,70767,1984-09-25,-66.2085,42.7213,124,3,1985-07-23,-66.1647,42.5678,124,2,301,0,0,0,107.569739689824,60.2052046529221,154.934274726726,"40",2068.90285342532
13475,70772,1984-09-25,-66.2085,42.7213,122,3,1985-05-23,-65.3662,42.219,122,3,240,0,0,0,102.461547341635,60.2052046529221,144.717890030347,"41",1771.33702319646
13476,70779,1984-09-25,-66.2085,42.7213,114,3,1986-04-17,-64.864,42.737,140,2,569,26,0.228070175438596,1,79.8831607971942,60.2052046529221,99.5611169414663,"41",4131.25069304094
13477,70780,1984-09-25,-66.2085,42.7213,121,3,1985-08-21,-66.596,42.7122,121,2,330,0,0,0,110.541284870211,60.2052046529221,160.8773650875,"34",2229.41535139414
13478,70782,1984-09-25,-66.2085,42.7213,112,3,1986-01-25,-65.7058,42.3558,121,2,487,9,0.0803571428571429,1,83.4173231002098,60.2052046529221,106.629441547497,"40",3518.78886951994
13479,70787,1984-09-25,-66.2085,42.7213,120,3,1985-11-22,-65.3992,42.2685,126,2,423,6,0.05,1,110.400563222047,60.2052046529221,160.595921791172,"41",3213.57318223818
13480,70791,1984-09-25,-66.2085,42.7213,131,3,1985-11-04,-65.8667,42.5188,140,2,405,9,0.0687022900763359,1,79.6225004854414,60.2052046529221,99.0397963179607,"40",2898.809684705
13481,70802,1984-09-25,-66.2085,42.7213,138,3,1985-06-15,-66.6562,42.6972,146,3,263,8,0.0579710144927536,1,112.117872376167,60.2052046529221,164.030540099412,"41",1908.91026384194
13482,70803,1984-09-25,-66.2085,42.7213,120,3,1985-11-26,-65.506,42.3537,125,2,427,5,0.0416666666666667,1,81.6166115850219,60.2052046529221,103.028018517122,"40",3107.78434655908
13483,70809,1984-09-25,-66.2085,42.7213,126,3,1985-05-01,-65.304,42.2325,126,3,218,0,0,0,171.665582000277,60.2052046529221,283.125959347631,"41",1649.31527226347
13484,70821,1984-09-25,-66.2085,42.7213,110,3,1986-03-31,-65.7657,42.2308,123,2,552,13,0.118181818181818,1,140.096427508662,60.2052046529221,219.987650364403,"41",4161.53983069493
13485,70823,1984-09-25,-66.2085,42.7213,121,3,1986-07-10,-64.8213,42.502,134,2,653,13,0.107438016528926,1,109.047519725828,60.2052046529221,157.889834798734,"41",4755.35259387007
13486,70826,1984-09-25,-66.2085,42.7213,149,3,1986-05-16,-64.7388,42.4612,159,2,598,10,0.0671140939597315,1,176.305010565706,60.2052046529221,292.404816478489,"41",4412.70339626541
13487,70843,1984-09-25,-66.2085,42.7213,130,3,1985-11-20,-65.5692,42.3595,136,2,421,6,0.0461538461538462,1,77.8308230186529,60.2052046529221,95.4564413843838,"40",3054.30606006608
13488,70844,1984-09-25,-66.2085,42.7213,141,3,1986-09-14,-66.4927,42.6533,152,3,719,11,0.0780141843971631,1,114.836238335727,60.2052046529221,169.467272018533,"40",5038.40944408993
13489,70846,1984-09-25,-66.2085,42.7213,138,3,1985-11-27,-66.5478,42.6702,150,2,428,12,0.0869565217391304,1,113.486339754689,60.2052046529221,166.767474856457,"41",3256.99308161903
13490,70849,1984-09-25,-66.2085,42.7213,129,3,1985-08-14,-66.5317,42.6777,129,2,323,0,0,0,114.18988718278,60.2052046529221,168.174569712638,"34",2175.51832855866
13491,70852,1984-09-25,-66.2085,42.7213,130,3,1986-03-14,-65.6788,42.1105,138,2,535,8,0.0615384615384615,1,193.686880606244,60.2052046529221,327.168556559565,"41",4062.68887880808
13492,56841,1983-05-31,-65.4068,42.1712,161,3,1985-07-26,-66.3138,42.7235,169,2,787,8,0.0496894409937888,1,178.636162631539,287.567076276188,69.70524898689,"40",5559.17838977501
13493,56850,1983-05-31,-65.4068,42.1712,137,3,1983-07-20,-65.2283,42.3277,137,2,50,0,0,0,249.265933499019,287.567076276188,210.96479072185,"41",346.250570829509
13494,56854,1983-05-31,-65.4068,42.1712,153,3,1983-06-10,-65.415,42.1827,153,3,10,0,0,0,233.165071304063,287.567076276188,178.763066331937,"41",67.9401208343043
13495,56861,1983-05-31,-65.4068,42.1712,121,3,1983-07-30,-65.317,42.2932,121,3,60,0,0,0,204.643104444432,287.567076276188,121.719132612675,"41",423.883813470283
13496,56873,1983-05-31,-65.428,42.1545,140,3,1983-07-21,-65.4513,42.1907,140,3,51,0,0,0,173.852241946015,229.238261958835,118.466221933194,"41",353.875644019903
13497,56884,1983-05-31,-65.4552,42.1365,128,3,1983-06-15,-65.4203,42.1822,128,3,15,0,0,0,248.918808617538,319.074550903139,178.763066331937,"41",99.9317081360641
13498,56895,1983-05-31,-65.4552,42.1365,134,3,1983-06-23,-65.3255,42.2247,134,3,23,0,0,0,295.738556946087,319.074550903139,272.402562989035,"41",152.708075192024
13499,56897,1983-06-01,-65.528,42.125,148,3,1983-06-22,-65.4962,42.1802,148,3,21,0,0,0,179.708033057136,174.472744959594,184.943321154678,"41",139.951656505727
13500,56905,1983-06-01,-65.528,42.125,115,3,1985-11-20,-65.5958,42.3497,133,2,903,18,0.156521739130435,1,136.810567636774,174.472744959594,99.1483903139535,"41",6822.89922726236
13501,56922,1983-06-01,-65.4867,42.1292,147,3,1983-07-21,-65.4513,42.1907,147,3,50,0,0,0,178.187272614319,237.908323295443,118.466221933194,"41",347.826984746021
13502,56937,1983-06-01,-65.5078,42.1215,142,3,1985-06-04,-64.8468,42.421,150,3,734,8,0.0563380281690141,1,257.149134371165,196.412800320266,317.885468422065,"41",5468.16636347969
13503,56938,1983-06-01,-65.5078,42.1215,127,3,1983-07-21,-65.4022,42.2333,127,3,50,0,0,0,163.942291371523,196.412800320266,131.47178242278,"41",347.826984746021
13504,56940,1983-06-01,-65.5078,42.1215,116,3,1983-07-20,-65.1262,42.3822,116,3,49,0,0,0,158.737132539681,196.412800320266,121.061464759096,"41",340.201911555628
13505,56950,1983-06-01,-65.5198,42.1267,111,3,1983-07-11,-65.3778,42.3102,111,3,40,0,0,0,142.702381359946,174.472744959594,110.932017760298,"41",273.019083705612
13506,56953,1983-06-01,-65.0972,42.312,131,3,1984-06-07,-65.3145,42.2357,131,2,372,0,0,0,328.469650779895,458.376857033741,198.562444526049,"41",2783.77319760706
13507,64460,1985-05-08,-65.2822,42.2253,119,3,1985-05-29,-65.281,42.27,119,2,21,0,0,0,304.335696417247,378.25853272216,230.412860112334,"41",123.887196981366
13508,64464,1985-05-08,-65.2822,42.2253,139,3,1985-09-12,-65.3745,42.3655,139,3,127,0,0,0,243.298826096062,378.25853272216,108.339119469964,"40",863.091793544717
13509,64469,1985-05-08,-65.2822,42.2253,112,3,1985-08-06,-65.297,42.353,112,2,90,0,0,0,249.445856016089,378.25853272216,120.633179310018,"40",566.942502124721
13510,64480,1985-05-08,-65.256,42.2465,119,3,1986-04-11,-64.9845,42.3528,133,2,338,14,0.117647058823529,1,436.829387193103,500.845290933737,372.813483452469,"41",2540.47354655469
13511,64488,1985-05-08,-65.256,42.2465,169,3,1985-06-12,-65.0847,42.3288,169,3,35,0,0,0,433.107572949611,500.845290933737,365.369854965486,"41",208.084641176351
13512,64507,1985-05-08,-65.256,42.2465,125,3,1985-06-04,-65.286,42.243,125,3,27,0,0,0,389.341054272879,500.845290933737,277.836817612021,"41",159.337830027264
13513,64523,1985-05-08,-65.256,42.2465,153,3,1985-05-16,-65.2875,42.263,153,3,8,0,0,0,364.746451765243,500.845290933737,228.647612596749,"41",49.7561395343887
13514,64535,1985-05-08,-65.256,42.2465,135,3,1985-07-12,-64.9457,42.4882,135,3,65,0,0,0,298.453281612175,500.845290933737,96.0612722906127,"41",408.603990232419
13515,64538,1985-05-08,-65.256,42.2465,129,3,1985-05-20,-65.2678,42.2465,129,3,12,0,0,0,430.260106195899,500.845290933737,359.674921458061,"41",72.2289884952488
13516,64546,1985-05-08,-65.3315,42.2215,119,3,1985-05-13,-65.3148,42.2277,119,3,5,0,0,0,217.96495266927,197.77762052666,238.152284811879,"41",33.061234316262
13517,64550,1985-05-08,-65.3315,42.2215,101,3,1985-09-20,-65.4767,42.3583,101,2,135,0,0,0,152.994680079947,197.77762052666,108.211739633235,"40",929.972127422745
13518,64556,1985-05-08,-65.3315,42.2215,165,3,1985-06-05,-65.3382,42.2272,165,3,28,0,0,0,185.258274451602,197.77762052666,172.738928376545,"41",165.334978935655
13519,64558,1985-05-08,-65.3315,42.2215,140,3,1986-05-01,-64.6712,42.5503,152,2,358,12,0.0857142857142857,1,173.645982547166,197.77762052666,149.514344567672,"41",2648.71279762656
13520,64560,1985-05-08,-65.3315,42.2215,119,3,1986-07-20,-64.7423,42.5315,119,2,438,0,0,0,162.478023355448,197.77762052666,127.178426184236,"41",3145.73969261691
13521,64566,1985-05-08,-65.3315,42.2215,144,3,1985-05-13,-65.2997,42.2327,144,3,5,0,0,0,240.451789937145,197.77762052666,283.125959347631,"41",33.061234316262
13522,64567,1985-05-08,-65.3315,42.2215,127,3,1987-09-17,-66.7995,42.6633,139,2,862,12,0.094488188976378,1,193.981371557657,197.77762052666,190.185122588654,"41",6305.49154094561
13523,64569,1985-05-08,-65.3315,42.2215,117,3,1985-05-13,-65.3148,42.2277,117,3,5,0,0,0,217.96495266927,197.77762052666,238.152284811879,"41",33.061234316262
13524,64570,1985-05-08,-65.3315,42.2215,132,3,1985-05-20,-65.2938,42.2337,132,3,12,0,0,0,240.451789937145,197.77762052666,283.125959347631,"41",72.2289884952488
13525,64576,1985-05-08,-65.3315,42.2215,120,3,1985-05-20,-65.2807,42.2533,120,3,12,0,0,0,239.512336563191,197.77762052666,281.247052599723,"41",72.2289884952488
13526,64577,1985-05-08,-65.3315,42.2215,140,3,1985-10-21,-66.5377,42.6838,140,2,166,0,0,0,181.346909932163,197.77762052666,164.916199337667,"34",1162.75817458251
13527,64578,1985-05-08,-65.3315,42.2215,130,3,1985-05-13,-65.3148,42.2277,130,3,5,0,0,0,217.96495266927,197.77762052666,238.152284811879,"41",33.061234316262
13528,64584,1985-05-08,-65.3315,42.2215,116,3,1985-06-12,-65.3367,42.2283,116,3,35,0,0,0,185.258274451602,197.77762052666,172.738928376545,"41",208.084641176351
13529,64587,1985-05-08,-65.3315,42.2215,124,3,1985-05-30,-65.111,42.3227,124,3,22,0,0,0,219.185243501285,197.77762052666,240.59286647591,"41",129.734792418338
13530,64588,1985-05-08,-65.3315,42.2215,135,3,1985-08-20,-66.4885,42.6555,135,2,104,0,0,0,183.622446272596,197.77762052666,169.467272018533,"40",675.770313913452
13531,64589,1985-05-08,-65.3315,42.2215,115,3,1985-07-09,-65.1637,42.375,115,2,62,0,0,0,160.776015236795,197.77762052666,123.77440994693,"41",387.217978692207
13532,64591,1985-05-08,-65.3315,42.2215,135,3,1985-05-29,-65.281,42.27,135,2,21,0,0,0,214.095240319497,197.77762052666,230.412860112334,"41",123.887196981366
13533,64592,1985-05-08,-65.3315,42.2215,116,3,1985-05-20,-65.343,42.2178,116,3,12,0,0,0,183.005070173051,197.77762052666,168.232519819443,"41",72.2289884952488
13534,64594,1985-05-08,-65.3315,42.2215,116,3,1985-05-20,-65.3268,42.2257,116,3,12,0,0,0,235.090091757847,197.77762052666,272.402562989035,"41",72.2289884952488
13535,64596,1985-05-08,-65.3315,42.2215,132,3,1985-05-13,-65.2997,42.2327,132,3,5,0,0,0,240.451789937145,197.77762052666,283.125959347631,"41",33.061234316262
13536,64602,1985-05-08,-65.3315,42.2215,109,3,1985-05-16,-65.293,42.2297,109,3,8,0,0,0,240.451789937145,197.77762052666,283.125959347631,"41",49.7561395343887
13537,64608,1985-05-08,-65.3315,42.2215,141,3,1985-06-04,-65.2747,42.2713,141,3,27,0,0,0,214.095240319497,197.77762052666,230.412860112334,"41",159.337830027264
13538,64612,1985-05-08,-65.3315,42.2215,131,3,1985-05-20,-65.3325,42.2255,131,3,12,0,0,0,197.77762052666,197.77762052666,197.77762052666,"41",72.2289884952488
13539,64614,1985-05-08,-65.3315,42.2215,119,3,1986-01-27,-65.3707,42.2107,128,2,264,9,0.0756302521008403,1,183.349291515108,197.77762052666,168.920962503556,"41",2071.76909710408
13540,64615,1985-05-08,-65.3315,42.2215,132,3,1985-06-12,-65.1955,42.3252,132,3,35,0,0,0,175.977039916928,197.77762052666,154.176459307197,"41",208.084641176351
13541,64618,1985-05-08,-65.3315,42.2215,130,3,1985-05-20,-65.2812,42.252,130,3,12,0,0,0,239.512336563191,197.77762052666,281.247052599723,"41",72.2289884952488
13542,64621,1985-05-08,-65.3315,42.2215,125,3,1985-05-17,-65.2958,42.2318,125,3,9,0,0,0,240.451789937145,197.77762052666,283.125959347631,"41",55.3501668249473
13543,64623,1985-05-08,-65.3315,42.2215,145,3,1985-06-19,-64.5868,42.5113,145,3,42,0,0,0,324.841839934708,197.77762052666,451.906059342756,"41",252.274582515278
13544,64627,1985-05-08,-65.3315,42.2215,123,3,1986-05-15,-64.9962,42.3523,132,2,372,9,0.0731707317073171,1,295.402190279152,197.77762052666,393.026760031644,"41",2725.09258474142
13545,64628,1985-05-08,-65.3315,42.2215,111,3,1985-05-20,-65.3508,42.2143,111,3,12,0,0,0,227.433805123619,197.77762052666,257.089989720579,"41",72.2289884952488
13546,64629,1985-05-08,-65.3315,42.2215,115,3,1985-05-31,-65.313,42.233,115,3,23,0,0,0,217.96495266927,197.77762052666,238.152284811879,"41",135.606030539297
13547,64636,1985-05-08,-65.3315,42.2215,126,3,1985-05-13,-65.2997,42.2327,126,3,5,0,0,0,240.451789937145,197.77762052666,283.125959347631,"41",33.061234316262
13548,64643,1985-05-08,-65.3315,42.2215,142,3,1985-05-20,-65.3267,42.226,142,3,12,0,0,0,193.611047849337,197.77762052666,189.444475172015,"41",72.2289884952488
13549,64644,1985-05-08,-65.3315,42.2215,126,3,1985-05-16,-65.293,42.2297,126,3,8,0,0,0,240.451789937145,197.77762052666,283.125959347631,"41",49.7561395343887
13550,64651,1985-05-09,-65.3435,42.2075,112,3,1985-05-20,-65.3303,42.2252,112,3,11,0,0,0,227.433805123619,257.089989720579,197.77762052666,"41",66.744386318331
13551,64653,1985-05-09,-65.3435,42.2075,128,3,1985-05-16,-65.293,42.2297,128,3,7,0,0,0,270.107974534105,257.089989720579,283.125959347631,"41",44.2715373574708
13552,64655,1985-05-09,-65.3435,42.2075,126,3,1985-06-04,-65.3465,42.23,126,3,26,0,0,0,207.069758279105,257.089989720579,157.049526837631,"41",153.853227850346
13553,64657,1985-05-09,-65.3435,42.2075,142,3,1985-05-18,-65.2838,42.2333,142,3,9,0,0,0,277.545094909785,257.089989720579,298.000200098992,"41",55.4752669662032
13554,64658,1985-05-09,-65.3435,42.2075,125,3,1985-08-07,-65.0048,42.4558,125,2,90,0,0,0,185.511563564834,257.089989720579,113.93313740909,"41",600.354161093192
13555,64660,1985-05-09,-65.3435,42.2075,136,3,1985-06-28,-64.9372,42.48,136,3,50,0,0,0,180.622314948309,257.089989720579,104.15464017604,"41",305.88121415109
13556,64662,1985-05-09,-65.3435,42.2075,132,3,1985-05-29,-65.3198,42.2298,132,3,20,0,0,0,223.267232446297,257.089989720579,189.444475172015,"41",118.402594804448
13557,64665,1985-05-09,-65.3435,42.2075,110,3,1985-05-20,-65.3508,42.2143,110,3,11,0,0,0,257.089989720579,257.089989720579,257.089989720579,"41",66.744386318331
13558,64666,1985-05-09,-65.3435,42.2075,130,3,1985-05-31,-65.313,42.233,130,3,22,0,0,0,247.621137266229,257.089989720579,238.152284811879,"41",130.121428362379
13559,64671,1985-05-09,-65.3435,42.2075,145,3,1985-05-31,-65.313,42.233,145,3,22,0,0,0,247.621137266229,257.089989720579,238.152284811879,"41",130.121428362379
13560,64672,1985-05-09,-65.3435,42.2075,116,3,1985-06-19,-65.2778,42.2877,116,3,41,0,0,0,192.191738385231,257.089989720579,127.293487049884,"41",246.78998033836
13561,64673,1985-05-09,-65.3435,42.2075,115,3,1985-05-29,-65.3448,42.2192,115,2,20,0,0,0,212.661254770011,257.089989720579,168.232519819443,"41",118.402594804448
13562,64674,1985-05-09,-65.3435,42.2075,106,3,1985-06-18,-65.3282,42.2305,106,3,40,0,0,0,223.267232446297,257.089989720579,189.444475172015,"41",240.384689593216
13563,64675,1985-05-09,-65.3435,42.2075,123,3,1985-06-04,-65.3193,42.2365,123,2,26,0,0,0,216.978340938111,257.089989720579,176.866692155643,"41",153.853227850346
13564,71693,1984-09-28,-66.0828,42.7345,115,3,1986-02-09,-66.0498,42.327,129,2,499,14,0.121739130434783,1,161.117355423886,67.8311463946437,254.403564453129,"41",3821.26844857825
13565,71694,1984-09-28,-66.0828,42.7345,134,3,1986-01-24,-65.5658,42.3363,144,2,483,10,0.0746268656716418,1,82.8818654489201,67.8311463946437,97.9325845031965,"41",3667.44542581677
13566,71696,1984-09-28,-66.0828,42.7345,144,3,1990-12-01,-66.4727,42.6408,168,3,2255,24,0.166666666666667,1,120.409124505137,67.8311463946437,172.987102615631,"40",16044.6961716729
13567,71706,1984-09-28,-66.0828,42.7345,118,3,1987-09-01,-66.4755,42.6457,129,2,1068,11,0.0932203389830508,1,119.116438799939,67.8311463946437,170.401731205234,"40",7459.60103064231
